"audit_row","bottle","status","peated_id","skipped_fields","reason","source_urls"
"1682","Original source missing — Blanton's Black Edition candidate only","SKIPPED — unresolved identity","B44137 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ABV 40%. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1687","Original source missing — Ardbeg 10-year-old candidate only","SKIPPED — unresolved identity","B398 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: age 10; {""abv"":61.7} | Several auction rows map to B0398 with conflicting proposed abv.. Do not overwrite generic Ardbeg ten-year with the unverified 61.7% proposal; other rows already warned of conflicting strengths. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1692","Original source missing — Hibiki 21-year-old candidate only","SKIPPED — unresolved identity","B11863 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: age 21; ABV 43%. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1694","Original source missing — The Macallan 1841 Replica Bottling candidate only","SKIPPED — unresolved identity","B18929 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: year 1841; {""abv"":41.7}. 1841 is part of a Replica Bottling candidate name, not proof of the source's vintage or release date. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1695","Original source missing — Waterford Ballykilcavan: Edition 1.1 Single Farm Origin candidate only","SKIPPED — unresolved identity","B2265 | B13176 (unverified historical candidates)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: SMWS 1.1; Multiple compatible candidates remain: B2265 and B13176. | {""abv"":50}. The records alternate between two candidates and a proposed update. The parser's SMWS 1.1 label is not evidence for a Waterford release. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1696","Original source missing — Yamazaki Distillery Exclusive candidate only","SKIPPED — unresolved identity","B51750 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ABV 48%; bottled/released 2024. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1700","Original source missing — Dalmore King Alexander III candidate only","SKIPPED — unresolved identity","B424 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ; {""abv"":40} | Several auction rows map to B0424 with conflicting proposed abv.. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1701","Original source missing — Dewar's White Label candidate only","SKIPPED — unresolved identity","B14264 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ; {""abv"":40}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1706","Original source missing — Johnnie Walker Blue Label Legendary Eight candidate only","SKIPPED — unresolved identity","B13235 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ; {""abv"":43} | Several auction rows map to B13235 with conflicting proposed abv.. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1709","Original source missing — Johnnie Walker White Walker Limited Edition candidate only","SKIPPED — unresolved identity","B2867 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ; {""abv"":41.7}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1727","Original source missing — Ben Nevis 1996 ElD The Single Malts of Scotland candidate only","SKIPPED — unresolved identity","B1632 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: year 1996; {""abv"":47.3}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1731","Original source missing — Blanton's The Original Single Barrel Bourbon Whiskey candidate only","SKIPPED — unresolved identity","B1353 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ; {""abv"":46.5}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1737","Original source missing — Bowmore Vault Edit1°N First Release candidate only","SKIPPED — unresolved identity","B3425 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ; {""abv"":51.5}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1740","Sansibar Whisky Caol Ila","ADDED — optional facts left blank","B52807","caskStrength | naturalColor | nonChillFiltered | maltPhenolPpm | releaseMonth | releaseDay | caskNumber | image","Exact distillation and bottling dates, edition, series, cask number, cask-strength status, color and filtration claims, malt phenol PPM and flavor profile remain unknown. Exact clean image saved locally. Upload pending because the JSON CLI does not accept multipart files.","https://whiskyauctioneer.com/whisky-lot/8211685/caol-ila-2007-18-year-old | https://www.whiskynotes.be/2026/caol-ila/glenkinchie-2008-caol-ila-2007-sansibar-deinwhisky/"
"1741","Caol Ila 2010 C. Dully 15 Year Old","EXISTING — exact bottle verified; no changes","B47325","","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write.","https://whiskyauctioneer.com/whisky-lot/8211802/caol-ila-2010-c-dully-15-year-old | https://whiskyauctioneer.com/whisky-lot/8211803/caol-ila-2010-c-dully-15-year-old"
"1742","Obscurities & Curiosities Caol Ila","ADDED — optional facts left blank","B52808","singleCask | caskStrength | naturalColor | nonChillFiltered | maltPhenolPpm | releaseMonth | releaseDay | maturation | caskNumber | outturn | image","Exact day-level dates, maturation, cask number, outturn, single-cask and cask-strength status, color and filtration claims, malt phenol PPM and flavor profile remain unknown. Exact clean image saved locally. Upload pending because the JSON CLI does not accept multipart files.","https://whiskyauctioneer.com/whisky-lot/8211725/caol-ila-2011-obscurities-curiosities-14-year-old | https://www.whiskybase.com/whiskies/whisky/286610/caol-ila-2011-nss"
"1753","Original source missing — The Famous Grouse Malt Whisky, 18-year-old candidate only","SKIPPED — unresolved identity","B18569 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: age 18; {""abv"":43}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"1755","Original source missing — Four Roses Limited Edition Small Batch - 2017 Release - 2017 Release - Cask Strength candidate only","SKIPPED — unresolved identity","B44917 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: year 2017; bottled/released 2017; {""abv"":53.9}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
